"","X","age","gender","region_category","membership_category","joined_through_referral","preferred_offer_types","medium_of_operation","internet_option","avg_time_spent","avg_transaction_value","avg_frequency_login_days","points_in_wallet","used_special_discount","offer_application_preference","past_complaint","complaint_status","feedback","churn_risk_score"
"7048",7047,27,"M","Town","Platinum Membership","Yes","Credit/Debit Card Offers","Desktop","Wi-Fi",519.64,67511.41,"16.0",737.85,"Yes","No","Yes","Solved","Products always in Stock",0
"7049",7048,25,"M","City","No Membership","No","Without Offers","Desktop","Wi-Fi",30.98,24525.45,"8.0",639.57,"Yes","No","Yes","Solved in Follow-up","Poor Website",1
"7051",7050,10,"F","Town","Platinum Membership","No","Without Offers","Desktop","Fiber_Optic",168.1,11531.74,"16.0",954.925258179553,"Yes","No","Yes","No Information Available","Poor Product Quality",0
"7053",7052,39,"M","Town","Basic Membership","Yes","Credit/Debit Card Offers","Smartphone","Fiber_Optic",226.31,5389.56,"19.0",662.75,"No","Yes","No","Not Applicable","Poor Product Quality",1
"7055",7054,59,"M","Town","Silver Membership","Yes","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",85.42,33918.72,"19.0",627.28,"No","Yes","Yes","Unsolved","Too many ads",1
"7056",7055,54,"M","City","Platinum Membership","No","Without Offers","Desktop","Fiber_Optic",126.51,19085.16,"18.0",1080.010692006,"Yes","No","Yes","Unsolved","Too many ads",0
"7058",7057,23,"M","City","Premium Membership","No","Gift Vouchers/Coupons","Desktop","Mobile_Data",186.64,13924.73,"8.0",714.55,"Yes","No","No","Not Applicable","Poor Customer Service",0
"7060",7059,54,"M","City","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",34.38,20802.55,"17.0",1052.70747066729,"No","Yes","Yes","Unsolved","Too many ads",1
"7062",7061,36,"F","Town","Basic Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",66.28,1320.5,"25.0",686.01,"Yes","No","Yes","Unsolved","Poor Customer Service",1
"7066",7065,53,"M","Village","No Membership","Yes","Without Offers","Desktop","Fiber_Optic",291.3,28971.25,"Error",665.29,"Yes","No","No","Not Applicable","Poor Customer Service",1
"7067",7066,37,"M","City","Gold Membership","No","Credit/Debit Card Offers","Both","Wi-Fi",210.05,6454.35,"11.0",717.69,"Yes","No","Yes","Solved in Follow-up","Poor Product Quality",1
"7068",7067,48,"M","City","Premium Membership","No","Without Offers","Desktop","Wi-Fi",-695.859382705821,18586.7,"5.0",838.98,"Yes","Yes","No","Not Applicable","Products always in Stock",0
"7069",7068,64,"F","City","Basic Membership","Yes","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",528.1,31061.94,"-5.058123273844473",534.92,"Yes","No","Yes","Solved in Follow-up","Poor Customer Service",1
"7070",7069,43,"F","Town","Premium Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",-746.032777580352,44094.04,"26.0",240.692613717713,"Yes","No","Yes","Unsolved","Poor Customer Service",0
"7072",7071,34,"F","Town","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",1326.59854385342,15251.18,"28.0",681.73,"No","Yes","No","Not Applicable","Poor Customer Service",1
"7073",7072,22,"M","Town","Basic Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",71.07,33559.39,"26.0",689.22,"Yes","No","No","Not Applicable","Poor Website",1
"7074",7073,21,"F","Town","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",127.55,25719.09,"12.0",626.16,"No","Yes","Yes","Solved in Follow-up","No reason specified",1
"7076",7075,15,"M","Town","Basic Membership","No","Credit/Debit Card Offers","Desktop","Fiber_Optic",42.65,5532.07,"12.0",545.25,"No","Yes","Yes","Unsolved","Poor Product Quality",1
"7077",7076,38,"M","City","Premium Membership","No","Credit/Debit Card Offers","Smartphone","Wi-Fi",98.25,2039.75,"29.0",766.51,"Yes","No","Yes","No Information Available","Poor Product Quality",0
"7080",7079,35,"F","Village","Premium Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",148.65,87322.38,"8.0",775.78,"Yes","No","No","Not Applicable","Quality Customer Care",0
"7082",7081,15,"M","City","Gold Membership","No","Without Offers","Desktop","Fiber_Optic",110.79,27325.66,"18.0",327.542587025506,"Yes","No","Yes","No Information Available","Poor Website",0
"7083",7082,28,"F","City","Platinum Membership","Yes","Without Offers","Desktop","Mobile_Data",41.55,42775.71,"12.0",780.83,"Yes","No","No","Not Applicable","No reason specified",0
"7085",7084,58,"F","Village","Basic Membership","Yes","Credit/Debit Card Offers","Both","Fiber_Optic",715.17,38569.79,"11.0",530.15,"Yes","No","No","Not Applicable","Poor Customer Service",1
"7087",7086,59,"M","Town","Basic Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",517.52,22722.16,"28.0",286.363216994717,"Yes","No","No","Not Applicable","Poor Website",1
"7088",7087,38,"F","Village","Gold Membership","Yes","Without Offers","Desktop","Fiber_Optic",32.2,34470.55,"15.0",608.23,"Yes","No","Yes","No Information Available","Poor Product Quality",1
"7090",7089,41,"M","Village","Silver Membership","No","Without Offers","Smartphone","Mobile_Data",-853.191241138541,19666.17,"28.0",707.71,"Yes","No","No","Not Applicable","Too many ads",1
"7091",7090,62,"M","City","Platinum Membership","No","Credit/Debit Card Offers","Smartphone","Fiber_Optic",33.75,45514.9,"23.0",344.648723186535,"Yes","No","No","Not Applicable","Poor Customer Service",0
"7094",7093,14,"F","City","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Mobile_Data",134.14,37021.76,"29.0",702.42,"No","Yes","Yes","Unsolved","Too many ads",0
"7095",7094,19,"F","Village","Gold Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",41.31,14279.07,"22.0",763.99,"No","Yes","Yes","Unsolved","Poor Website",0
"7097",7096,19,"M","Village","Basic Membership","Yes","Credit/Debit Card Offers","Smartphone","Wi-Fi",390.25,29010.61,"7.0",570.28,"Yes","Yes","No","Not Applicable","Poor Product Quality",1
"7098",7097,42,"M","Town","No Membership","No","Without Offers","Smartphone","Wi-Fi",54.57,48686.17,"40.735263201848824",913.103853244839,"No","Yes","Yes","Solved in Follow-up","No reason specified",1
"7101",7100,15,"F","City","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",1014.72671915234,27805.66,"18.0",740.44,"No","Yes","No","Not Applicable","Too many ads",0
"7102",7101,43,"F","Town","Basic Membership","Yes","Credit/Debit Card Offers","Smartphone","Fiber_Optic",952.63706715889,49441.14,"21.0",228.383100044948,"No","Yes","No","Not Applicable","No reason specified",1
"7104",7103,59,"F","City","Platinum Membership","No","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",-1019.76346430185,59627.79,"17.0",764.39,"No","Yes","No","Not Applicable","Reasonable Price",0
"7107",7106,22,"M","Town","No Membership","Yes","Credit/Debit Card Offers","Both","Fiber_Optic",1803.58,25688.99,"22.0",476.802625668342,"No","Yes","No","Not Applicable","Poor Website",1
"7108",7107,57,"F","Village","Basic Membership","Yes","Gift Vouchers/Coupons","Both","Mobile_Data",1465.58,7714.28,"26.0",1099.68654944453,"No","Yes","No","Not Applicable","Poor Customer Service",1
"7109",7108,14,"F","City","No Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",54.83,28744.6,"21.0",616.32,"Yes","No","Yes","Solved in Follow-up","Poor Website",1
"7110",7109,51,"M","City","Basic Membership","No","Credit/Debit Card Offers","Desktop","Fiber_Optic",133.23,30716.27,"24.0",606.65,"No","Yes","No","Not Applicable","Poor Product Quality",1
"7111",7110,51,"M","City","Gold Membership","Yes","Without Offers","Desktop","Fiber_Optic",1362.65,5984.02,"9.0",618.92,"Yes","No","No","Not Applicable","Too many ads",1
"7114",7113,25,"F","Village","Premium Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",-530.237662157376,16994.31,"7.0",789.85,"No","Yes","Yes","Solved","Products always in Stock",0
"7115",7114,14,"M","Town","Platinum Membership","No","Credit/Debit Card Offers","Smartphone","Wi-Fi",258.23,36326.63,"10.0",765.45,"Yes","Yes","Yes","No Information Available","Reasonable Price",0
"7116",7115,42,"M","City","Gold Membership","No","Credit/Debit Card Offers","Both","Wi-Fi",308.6,43145,"6.0",-21.162172827874,"Yes","No","Yes","Unsolved","Poor Product Quality",0
"7117",7116,10,"M","City","Premium Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",161.98,37102.55,"16.0",716.88,"Yes","No","No","Not Applicable","No reason specified",0
"7118",7117,41,"F","City","No Membership","Yes","Credit/Debit Card Offers","Desktop","Fiber_Optic",160.97,43353.56,"Error",691.21,"No","Yes","No","Not Applicable","Poor Product Quality",1
"7119",7118,37,"M","City","Gold Membership","Yes","Credit/Debit Card Offers","Both","Wi-Fi",1482.88317383863,30806.13,"29.0",713.77,"Yes","Yes","Yes","Solved","Poor Product Quality",1
"7120",7119,44,"M","Town","No Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",882.05452103968,46746.94,"8.0",537.88,"Yes","No","No","Not Applicable","Too many ads",1
"7122",7121,14,"F","Town","Premium Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",-1080.25722276329,31508.21,"Error",750.4,"Yes","No","No","Not Applicable","Too many ads",0
"7123",7122,27,"F","City","Platinum Membership","No","Without Offers","Smartphone","Fiber_Optic",148.79,91652.11,"Error",796.65,"Yes","No","No","Not Applicable","User Friendly Website",0
"7126",7125,19,"M","City","No Membership","Yes","Without Offers","Desktop","Fiber_Optic",555.81,27101.43,"5.0",616.51,"Yes","No","No","Not Applicable","No reason specified",1
"7127",7126,25,"M","City","No Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",84.72,14212.01,"22.0",955.360849574513,"No","Yes","No","Not Applicable","Poor Customer Service",1
"7129",7128,51,"F","Town","Platinum Membership","No","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",202.48,27376.9,"26.0",769.84,"Yes","No","No","Not Applicable","Poor Product Quality",0
"7130",7129,51,"M","City","Premium Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",393.39,38935.59,"Error",710.96,"No","Yes","Yes","No Information Available","Poor Website",0
"7131",7130,54,"F","Town","Basic Membership","No","Gift Vouchers/Coupons","Both","Mobile_Data",351.48,6720.51,"22.0",633.17,"Yes","No","No","Not Applicable","Poor Customer Service",1
"7133",7132,41,"F","Town","No Membership","Yes","Credit/Debit Card Offers","Smartphone","Wi-Fi",52.5,3915.37,"12.0",1094.21329060223,"No","Yes","No","Not Applicable","Too many ads",1
"7134",7133,20,"M","Town","Basic Membership","Yes","Credit/Debit Card Offers","Desktop","Fiber_Optic",91.73,32357.53,"11.0",697.53,"Yes","No","Yes","Solved in Follow-up","Too many ads",1
"7135",7134,34,"F","City","No Membership","Yes","Without Offers","Smartphone","Wi-Fi",129.45,5278.18,"20.0",717.43,"No","Yes","No","Not Applicable","Poor Website",1
"7136",7135,13,"F","Town","Premium Membership","No","Without Offers","Both","Wi-Fi",211.53,41492.18,"21.0",725.2,"Yes","No","Yes","Unsolved","Poor Product Quality",0
"7137",7136,23,"M","City","Basic Membership","No","Gift Vouchers/Coupons","Desktop","Wi-Fi",494.55,26029.81,"18.0",935.654941877897,"Yes","No","Yes","Unsolved","No reason specified",1
"7138",7137,35,"M","Town","No Membership","Yes","Gift Vouchers/Coupons","Smartphone","Mobile_Data",783.63,44071.49,"22.0",1036.77332433248,"No","Yes","No","Not Applicable","No reason specified",1
"7141",7140,38,"M","City","Premium Membership","Yes","Credit/Debit Card Offers","Smartphone","Wi-Fi",537.58,12630.41,"3.0",453.825684517944,"Yes","No","Yes","No Information Available","Reasonable Price",0
"7142",7141,26,"F","City","Basic Membership","No","Gift Vouchers/Coupons","Desktop","Mobile_Data",1249.04982309293,30911.3,"5.0",638.09,"Yes","No","Yes","No Information Available","Poor Product Quality",1
"7145",7144,55,"M","Village","No Membership","No","Gift Vouchers/Coupons","Desktop","Fiber_Optic",37.93,18958.04,"Error",528.73,"Yes","No","Yes","Unsolved","Poor Customer Service",1
"7146",7145,41,"M","Town","No Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",338.9,38792.13,"20.0",553.13,"No","Yes","Yes","Unsolved","Poor Product Quality",1
"7147",7146,56,"M","Town","Basic Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",38.94,2097.09,"8.0",629.67,"Yes","No","Yes","No Information Available","Poor Website",1
"7149",7148,36,"M","Town","No Membership","Yes","Without Offers","Both","Fiber_Optic",298.24,32061.01,"23.0",565.48,"Yes","No","No","Not Applicable","Poor Website",1
"7151",7150,31,"F","Village","No Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",34.16,23646.56,"28.0",641.95,"No","Yes","No","Not Applicable","Poor Product Quality",1
"7153",7152,10,"M","Village","No Membership","Yes","Without Offers","Desktop","Mobile_Data",232,3207.42,"25.0",645.05,"No","Yes","Yes","Unsolved","Too many ads",1
"7154",7153,47,"F","Town","Platinum Membership","No","Gift Vouchers/Coupons","Both","Fiber_Optic",265.11,58104.29,"33.222098248888535",785.39,"No","Yes","No","Not Applicable","Reasonable Price",0
"7156",7155,52,"M","Town","Platinum Membership","Yes","Gift Vouchers/Coupons","Desktop","Mobile_Data",117.97,23664.71,"25.0",746.97,"Yes","No","No","Not Applicable","Poor Customer Service",0
"7160",7159,61,"M","Town","No Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",491.45,19786.21,"9.0",637.22,"Yes","No","Yes","Unsolved","Poor Website",1
"7161",7160,37,"F","Village","Silver Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",904.96,40496.27,"10.0",692.91,"No","Yes","Yes","Solved in Follow-up","No reason specified",1
"7162",7161,59,"M","City","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",33.05,7347.9,"5.0",768.15,"Yes","No","No","Not Applicable","Poor Website",0
"7164",7163,29,"F","Town","Basic Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",91.75,33699.18,"26.0",512.87,"No","Yes","Yes","Unsolved","Poor Website",1
"7166",7165,64,"F","City","Basic Membership","Yes","Credit/Debit Card Offers","Desktop","Wi-Fi",470.49,41297.61,"5.0",648.57,"No","Yes","Yes","Solved in Follow-up","Poor Website",1
"7167",7166,14,"F","Town","Gold Membership","No","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",378.74,36160.32,"17.0",647.53,"No","Yes","Yes","Solved in Follow-up","Poor Customer Service",1
"7170",7169,59,"M","Town","Platinum Membership","No","Without Offers","Desktop","Fiber_Optic",154.31,2943.26,"23.0",760.58,"No","Yes","Yes","Solved","Poor Product Quality",0
"7171",7170,33,"F","City","Platinum Membership","No","Credit/Debit Card Offers","Smartphone","Fiber_Optic",52.99,33762.83,"10.0",703.61,"No","Yes","No","Not Applicable","Poor Product Quality",0
"7172",7171,23,"F","City","Silver Membership","Yes","Credit/Debit Card Offers","Both","Wi-Fi",789.87,91235.69,"5.0",778.52,"No","Yes","Yes","No Information Available","Reasonable Price",0
"7173",7172,40,"M","City","Gold Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",1396.48,33516.76,"19.0",1049.29418008821,"No","Yes","Yes","Solved","Poor Product Quality",1
"7176",7175,63,"M","City","Basic Membership","Yes","Without Offers","Smartphone","Mobile_Data",296.48,26521.29,"6.0",654.5,"No","Yes","No","Not Applicable","No reason specified",1
"7177",7176,46,"M","City","Gold Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",175.76,58793.66,"19.0",848.33,"No","Yes","No","Not Applicable","User Friendly Website",0
"7178",7177,63,"M","Village","Gold Membership","Yes","Credit/Debit Card Offers","Smartphone","Fiber_Optic",164.87,37543.67,"24.0",785.44,"No","Yes","No","Not Applicable","No reason specified",0
"7180",7179,37,"F","City","No Membership","Yes","Without Offers","Both","Fiber_Optic",967.95,38679.35,"29.0",601.64,"Yes","No","Yes","No Information Available","Poor Website",1
"7182",7181,54,"M","City","No Membership","No","Without Offers","Smartphone","Wi-Fi",843.225304517587,31145.77,"12.0",139.481792376568,"No","Yes","No","Not Applicable","Poor Product Quality",1
"7183",7182,46,"M","Town","Gold Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",34.71,36450.9,"13.0",758.87,"Yes","No","Yes","Solved","Poor Website",0
"7185",7184,51,"M","Town","Gold Membership","Yes","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",170.07,27690.79,"11.0",731.95,"No","Yes","Yes","No Information Available","Too many ads",0
"7186",7185,26,"M","Town","Platinum Membership","Yes","Without Offers","Smartphone","Wi-Fi",978.21,20990.22,"3.0",753.53,"Yes","Yes","No","Not Applicable","Products always in Stock",0
"7188",7187,52,"M","Town","Platinum Membership","No","Without Offers","Desktop","Fiber_Optic",84.88,42479.37,"20.0",784.884233027707,"No","Yes","No","Not Applicable","Poor Customer Service",0
"7190",7189,34,"F","Town","Gold Membership","Yes","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",138.4,20384.63,"-11.668444781890507",757.31,"Yes","No","No","Not Applicable","Poor Website",0
"7191",7190,50,"M","City","Basic Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",48.66,3054.71,"20.0",672.78,"No","Yes","No","Not Applicable","No reason specified",1
"7195",7194,54,"F","City","Silver Membership","No","Without Offers","Desktop","Fiber_Optic",834.358568821067,71680.91,"Error",706.24,"No","Yes","No","Not Applicable","User Friendly Website",0
"7196",7195,31,"F","Town","Platinum Membership","No","Without Offers","Smartphone","Mobile_Data",440.64,25005.09,"19.0",752.12,"Yes","No","Yes","Solved in Follow-up","Poor Website",0
"7197",7196,53,"F","Town","Gold Membership","No","Without Offers","Desktop","Fiber_Optic",305.87,36331.1,"26.0",797.42,"Yes","Yes","Yes","Unsolved","Poor Customer Service",0
"7198",7197,14,"M","City","No Membership","Yes","Credit/Debit Card Offers","Both","Wi-Fi",2567.82564674498,42933.16,"20.0",238.651040773592,"Yes","Yes","Yes","Solved","No reason specified",1
"7201",7200,30,"M","City","Gold Membership","Yes","Gift Vouchers/Coupons","Both","Wi-Fi",735.73,39440.16,"19.0",628.92,"Yes","No","Yes","Solved in Follow-up","Too many ads",1
